feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,target
efficiency,2021-09-14,2003-10-16,9.707349518308787,package,6,-46,garment,26472,22.53840843115461,2022-01-12,45.39917005500197,1
facility,1986-11-19,1996-10-18,49.212969178541435,guide,27,384,couture,20220,28.927559214975986,1995-02-14,47.10759612908598,1
gas,2017-09-27,1998-06-06,28.603170740426798,vacation,23,228,fashion,22647,29.567322334834195,2007-11-28,41.29863530242412,1
production,2010-03-19,2016-01-09,49.28554028841773,destination,-9,35,industry,41008,23.313377358506756,1990-06-28,6.972922922830031,0
resource,2001-02-06,1990-01-04,33.761628194073985,guide,26,-51,clothing,38741,5.671550422481535,2002-01-07,54.86810648784624,1
resource,2016-03-07,1984-04-01,44.53142480462255,booking,5,307,model,13912,10.543497734273348,1985-10-12,32.71040724210988,0
energy,1998-07-07,1983-02-13,31.64733651681417,package,-9,190,runway,39536,15.266010975759428,1999-06-24,32.464249753397084,0
efficiency,2011-04-08,1984-09-14,27.269383331018847,package,9,444,week,11130,16.06592724864964,2021-03-27,27.41559332638511,0
coal,2009-12-14,2004-09-05,2.4154694100219354,tourist,-7,425,show,-38838,18.87377875865549,2012-10-19,5.721237733862758,0
resource,1988-08-13,1990-10-20,37.265940356069265,travel,-9,158,model,-21477,34.89234681613614,2012-11-22,12.806534065475653,0
oil,1981-02-16,2014-04-26,49.388097422717635,trip,15,270,collection,-30404,40.91085601169602,2017-12-16,58.34758165335528,1
efficiency,1992-10-26,1987-09-08,40.34133772516409,explore,4,165,fashion,-33394,17.38268729499564,2007-07-09,66.6382054424819,1
coal,2020-03-25,1997-06-25,26.855207007818095,travel,25,70,designer,-40059,32.984606130586286,1988-10-18,48.1121854990386,1
nuclear,2019-04-06,2023-04-09,36.08775502882478,ticket,-4,329,week,34855,37.890012329140205,1997-03-13,24.423796378077952,0
grid,1993-02-05,2018-01-27,24.952708394355803,accommodation,-3,-93,industry,15087,8.085987629850512,1987-12-09,47.403214348081846,0
solar,1989-02-14,2013-03-09,38.995833698429784,explore,16,134,trend,17575,14.114729414948732,2011-11-04,57.809624322680946,1
production,1995-04-17,1983-05-27,8.382736802574497,adventure,8,425,show,-19167,7.04314005175533,1982-01-14,31.74630204154964,0
facility,1994-02-04,2014-07-04,9.577031257860067,explore,11,306,show,10155,34.78104641816865,2018-01-05,8.883872523323214,0
coal,2017-04-27,2011-10-14,2.062398234918619,journey,4,176,runway,-48121,5.278167140203671,2018-10-09,31.928291645995134,0
renewable,2001-01-16,2008-01-10,24.191171403493666,trip,6,226,brand,-8169,47.52498161251219,1994-09-10,52.36616033786399,1
grid,1989-07-20,1987-11-14,44.003568335919155,holiday,-10,174,collection,16530,6.08881698193889,2006-08-16,41.26322474993755,0
energy,1991-10-24,2010-08-27,28.097973673312275,adventure,7,213,show,-4079,39.99891998999281,2011-10-26,51.20774074466994,1
facility,2001-02-07,1990-06-03,49.25039987322058,journey,6,238,show,12481,32.68320856989154,2011-04-05,1.2618058467496467,0
facility,2003-11-21,1988-01-10,35.023134061717826,booking,8,462,design,43312,21.467114080587947,1998-07-25,9.436003677029166,0
resource,2015-03-09,2011-11-23,9.322625900992728,explore,15,180,fashion,-43134,42.89204880920835,1992-09-18,53.870830472731555,1
coal,2002-05-16,1983-06-06,3.6660909375957687,journey,10,167,garment,-16937,36.928480066250174,2020-03-24,51.54059310347139,1
generation,1989-08-05,1988-08-05,30.295952978827334,ticket,-10,80,collection,-3698,22.248047735012886,1984-12-17,33.33041277080725,0
nuclear,2015-05-05,2005-05-20,44.669722302292115,industry,14,64,runway,352,45.7356149869757,1995-02-08,59.757433741250935,1
efficiency,2002-03-26,1996-12-06,43.12999451621084,holiday,4,286,apparel,28747,17.549166759826342,2016-09-26,42.83742462869209,1
resource,1988-04-11,2000-09-10,39.96147163931234,adventure,7,400,industry,34255,31.222316943825426,2019-08-23,11.04622023864561,0
energy,2001-10-18,2007-08-04,20.14872884592742,guide,3,139,model,-20273,32.14633444401127,2012-04-21,37.4732840354953,0
grid,1980-03-19,2008-12-06,46.46968958543127,industry,0,206,industry,-2294,22.273243583490235,2021-02-18,40.916384389287025,1
wind,1992-04-21,1989-07-14,21.266812474074715,tourism,1,55,collection,-7988,42.22527680337099,1992-07-17,28.001250867374704,0
resource,2002-04-03,2003-08-15,6.560720057061778,holiday,27,84,garment,46516,29.798737302684536,2010-11-19,65.48226392082508,1
nuclear,1983-04-02,1996-10-11,4.554303833989906,travel,18,-41,brand,17915,12.454142851795151,1990-05-21,50.62271879995912,1
power,1993-05-11,2018-08-19,42.95466344010229,destination,2,484,industry,13214,12.730126323582763,2022-06-04,34.091310394653725,0
nuclear,2009-11-03,1995-11-04,22.12163970120343,travel,1,-26,show,8604,44.18857347806178,2012-05-23,55.17092345151444,1
resource,2005-09-06,2001-02-02,42.23925513507236,booking,10,330,show,3481,18.067675365559655,2011-10-18,34.87956650423545,0
fuel,2007-02-19,1981-09-05,31.92677858717392,destination,-2,-75,runway,-30544,8.065506703240356,1993-09-07,8.650711920887051,0
oil,1982-10-20,2000-02-01,31.35728060454835,vacation,16,3,couture,-34173,44.684727831816545,2011-02-16,53.2825731574718,1
production,2006-01-04,2003-05-09,28.37856299352728,destination,8,-61,collection,32539,10.125537397186102,2013-08-19,28.29149133395513,0
nuclear,2000-12-09,2006-01-24,38.989535275673234,booking,29,79,clothing,-40582,14.751605103568739,1989-10-27,56.81988688342034,1
industry,1985-10-23,2007-08-08,40.995359397878985,industry,24,451,brand,11296,48.0969342767619,2002-05-11,62.36878431299614,1
facility,2007-08-11,2000-10-06,18.086684401994695,travel,-1,396,model,8188,34.66025961225635,1988-10-08,49.592085748199445,0
electricity,2010-02-12,2003-05-04,36.28768742724056,adventure,9,444,design,39694,44.87104288840138,2000-02-26,8.466146355997322,0
facility,2002-09-07,1997-09-05,15.153629448553646,explore,-8,283,design,448,39.40644784439547,2017-03-27,25.072572408384502,0
renewable,1989-01-06,1989-06-17,28.992311069558006,experience,-1,226,collection,1607,4.627552337521415,2008-11-14,26.852485224001914,0
wind,2004-07-14,2012-10-19,38.62668509801053,agency,6,244,week,-12186,32.07734006672047,1995-12-06,48.952087100464155,0
coal,2008-07-02,2020-01-10,30.62982488423218,guide,-1,68,runway,-41974,46.41103755381419,1991-09-26,8.222190932865985,0
wind,1980-12-20,2012-09-18,2.713953854613732,tourism,23,193,industry,-42298,29.962400433922816,2016-10-05,47.6369011954765,1
coal,2015-12-22,1995-11-20,6.586874610594762,accommodation,22,363,style,-1831,18.129442384400758,2009-04-21,41.483543204127685,1
generation,2006-09-19,2016-12-17,20.271751130104423,booking,10,7,trend,43089,31.61983908560792,2000-05-08,54.96725226289097,1
oil,2011-11-19,2006-06-09,46.44825913486697,travel,-3,280,industry,17984,1.6300849463936915,2014-11-06,13.891606420288943,0
consumption,2000-09-01,2001-10-28,3.6358672812065977,vacation,0,176,runway,34439,47.4106920763566,1994-05-11,5.174351848439954,0
production,2021-08-21,1986-02-05,42.14340389242996,journey,26,98,industry,41634,11.213466225034336,1982-02-25,43.55804460172911,1
grid,1998-06-16,2010-09-19,42.74448479047034,trip,1,192,show,26069,18.08938895710976,1989-08-02,47.45204332770169,0
energy,1985-04-12,2005-01-07,25.471848495433893,trip,-9,347,industry,42156,17.013545940611827,1982-06-08,18.333002281938548,0
fuel,1986-10-06,1989-05-28,23.744926667658792,destination,12,477,show,-14719,6.26280547419347,1995-08-17,45.068240902120294,0
production,2016-06-14,2023-07-27,2.1073977928709167,tourist,1,250,show,-22767,5.995282873609897,1986-03-17,51.70166298138072,1
consumption,1998-08-19,2011-11-04,33.93767656287305,agency,1,329,fashion,46369,13.943001723137954,1992-03-25,54.96192457871204,1
wind,1999-06-11,1988-05-21,37.824626575268645,experience,-4,312,show,-47125,21.365368489175204,2002-03-28,6.730972053531081,0
consumption,1994-09-27,1986-05-24,20.47787191661662,holiday,-2,-93,design,39867,30.58766429865854,2010-01-21,20.583255198358668,0
renewable,1998-06-13,1990-12-24,45.973974680873944,tourism,20,6,designer,-27047,19.837463875070082,1999-01-27,51.11027904351219,1
industry,2018-12-04,2013-02-12,43.30846971388297,trip,29,-22,couture,-44381,37.85604509893951,2014-06-07,67.4082927393973,1
fuel,2009-09-02,1981-06-19,12.71045869847346,traveler,-8,-99,show,-40741,13.38795394919753,2018-08-21,38.29887522257714,0
energy,1999-08-28,1999-05-27,4.378687616046779,explore,10,-96,trend,-10425,15.871139188368874,2003-11-01,69.5697846641236,1
consumption,1982-02-12,1995-08-12,22.069800909189254,traveler,3,191,runway,-18863,8.145476292979355,1994-04-05,19.073753735582923,0
industry,1995-08-17,1990-06-15,15.961788100267391,travel,8,-57,couture,8735,1.6509210250111255,1985-03-11,44.72059656880678,1
consumption,2000-09-16,1995-10-20,14.659614838252905,travel,9,271,model,4555,5.648058142064606,1993-12-06,38.39274974957153,0
coal,2006-03-03,1986-01-03,13.357011006878972,booking,9,17,model,-13469,30.007542981870436,2005-01-19,43.80970155899199,0
gas,2018-02-22,2019-12-19,15.836422972158028,experience,22,-96,designer,18929,38.50144643530491,1986-02-14,53.74931915401303,1
power,1981-04-07,2002-06-02,15.721389707600144,ticket,5,-41,week,-38787,5.956649176598581,1990-12-28,45.69861506356639,0
solar,1982-05-22,2022-11-12,12.58031133331831,journey,-4,-51,show,-5258,26.708329783569702,1980-03-05,23.909922546433247,0
energy,2015-08-01,1985-06-03,26.289050658714807,adventure,24,1,collection,7565,32.509121001974336,2019-11-25,58.17273215732935,1
facility,1990-01-18,1996-11-23,32.729198376247524,travel,13,458,clothing,16548,29.986271711636043,1989-12-11,58.89411075560571,1
grid,2001-09-19,1994-07-17,46.99346388664595,trip,-8,172,show,-19125,20.520581224344916,2000-07-21,14.635821258885043,0
production,1982-07-02,1989-05-03,14.259487942275667,tourism,11,193,trend,-48517,35.80893950837139,1992-10-28,52.13747315402259,1
generation,1984-06-28,1990-02-02,23.65578657573919,guide,26,181,industry,41631,5.224344439446039,2019-12-28,50.856825923122585,1
nuclear,2001-07-18,1995-04-09,23.123035129176422,vacation,-1,365,design,-7113,31.566571791810745,1980-08-09,47.39983682871716,0
resource,2007-08-28,2007-01-06,9.84614812637037,journey,-3,183,collection,13279,48.167820022932816,1987-09-25,1.3539745776017627,0
coal,1986-07-09,2000-03-10,45.92323857268026,ticket,22,-79,couture,48708,26.490004974962673,2014-02-27,67.3412486305701,1
oil,2002-10-19,2014-04-25,48.66421427168537,booking,22,177,collection,-23797,49.714719632557426,1995-09-19,51.32171646413941,1
resource,1987-07-06,2022-12-09,26.70906165711452,traveler,24,-76,couture,-23864,24.906246886380067,1991-09-25,42.06245242894241,1
facility,2006-09-04,2012-04-13,34.13842912614057,trip,1,432,design,-41645,19.350849340852484,2006-09-11,29.89608227967148,0
coal,2019-07-25,2001-01-28,28.202691830727193,package,-1,295,collection,28556,24.569422563634692,2000-05-25,13.925993507995198,0
coal,2013-06-19,2017-11-24,12.396952941818945,traveler,5,66,trend,-12734,17.702881526957515,2011-01-11,58.92547232828468,1
renewable,1982-12-27,1982-07-02,31.524961921719555,journey,-6,95,design,2819,3.218245150316086,1998-11-09,16.720749585098076,0
generation,2005-03-05,1987-01-10,16.52327035680578,guide,-7,19,model,31646,31.642352781620758,1986-01-28,24.29765752855232,0
power,1988-01-02,2004-05-17,24.75499321583419,industry,21,331,design,-25208,17.46450000806808,1986-01-02,41.51443636320116,1
wind,1995-12-01,2005-06-25,14.249596698633848,agency,1,-81,model,38218,3.272509289165461,2016-05-04,4.463018806667717,0
facility,2011-02-23,1995-12-07,23.743041059792525,vacation,24,473,accessory,-42664,30.904993384647586,1984-04-12,58.13133668554177,1
renewable,2021-09-21,1981-03-28,40.99669989438201,package,-3,144,industry,-19666,41.00856406358503,2021-12-08,30.379022812997498,0
generation,2003-07-11,2013-01-25,24.288957358672008,vacation,-8,63,design,12715,36.055998645810284,1999-08-23,13.317949335766466,0
nuclear,1995-09-02,2019-06-08,26.298511218708015,experience,-6,130,industry,16544,7.90133149760748,2002-11-14,10.89210788352893,0
facility,1982-03-13,1983-07-04,30.28696425991605,accommodation,8,-23,style,30243,3.553253181838745,2004-01-20,68.18203676542765,1
renewable,1986-03-03,2022-03-26,24.73038646304191,traveler,10,312,couture,-37882,23.700556269616445,2010-12-13,67.84624503584001,1
renewable,1999-04-27,1998-05-17,37.572995205914154,trip,-5,427,industry,34708,40.98182545083881,2019-02-09,6.007759143885161,0
oil,2010-03-06,2009-04-06,39.20906132062327,holiday,7,40,clothing,22318,17.09653126642288,2022-02-07,68.13871385775927,1
fuel,2010-08-17,1992-09-06,48.28912118155253,tourism,-5,29,design,-16671,21.10307439757041,1980-08-05,29.136673471072488,0
generation,1982-07-15,2002-06-02,24.00707955395157,experience,9,242,design,-4415,8.669572240070682,2002-11-21,43.40189616703052,0
consumption,1994-06-28,2003-09-19,38.89026762175838,industry,-7,-7,show,-41034,24.23256114282591,2000-04-28,30.77624628451604,0
solar,2022-04-26,1987-04-13,47.182229626459524,adventure,13,482,trend,-12530,1.261107706681378,2019-12-25,57.400315276014915,1
energy,1996-08-14,1982-03-12,3.977293546575362,agency,0,480,industry,38641,25.97253811349826,2005-09-13,41.31859169998569,1
generation,2006-11-08,1994-07-20,37.775812586343605,traveler,20,221,clothing,28050,30.45241918441558,1987-11-04,41.08336913224654,1
oil,2000-03-10,2011-09-20,16.817850182289376,traveler,4,466,fashion,27392,28.769031433498114,2008-03-08,40.213640477778945,1
power,1981-07-20,2019-10-25,37.970154528966816,industry,10,18,brand,-44808,6.62771430649978,1994-11-17,49.337083180703566,1
industry,2015-01-10,2012-04-22,40.52266034528368,trip,-5,186,collection,43592,38.6062230326497,1988-01-22,46.85420279253624,0
gas,1989-11-28,1994-01-02,22.236447065940435,destination,1,-91,show,-45001,46.877362261082425,1988-12-01,6.265829858078034,0
gas,2006-06-15,2007-04-09,35.922853703022426,explore,20,140,designer,22482,6.320829829949336,2008-01-22,55.45120871782147,1
facility,2009-07-20,1985-02-19,42.07739836117058,experience,0,3,brand,-23315,21.212003915826756,2003-10-28,40.58399034867483,1
resource,1992-09-03,1984-01-11,10.181618201410107,package,9,68,style,-41065,27.690638270125906,2006-11-10,55.94236244687335,1
electricity,1996-09-09,1980-11-20,4.730775930214875,guide,22,459,style,-38068,38.95696643794022,2008-02-13,56.93831900460383,1
generation,1986-12-03,1980-07-05,36.718778260960164,tourism,12,55,fashion,-23952,28.125477758202265,1991-07-24,67.51366378367445,1
production,2022-03-22,2008-01-25,35.62975527622069,tourism,9,469,collection,-36160,7.292280152061366,1984-03-17,19.456138011021345,0
renewable,2009-06-10,2017-06-09,22.831969510492115,package,4,376,model,-951,48.76246213091237,2018-02-13,47.2900016690287,0
solar,2022-07-05,2022-09-25,13.342515200667034,guide,-5,479,collection,-6085,41.22809082687227,2004-09-08,14.614784142014354,0
power,2003-08-12,1992-01-18,9.870186426818167,holiday,-2,461,week,7382,41.26775135136652,2013-10-22,16.31628490319629,0
production,1985-06-18,1980-11-17,38.80174509394848,accommodation,21,465,style,43788,33.39625395059598,2012-04-26,63.24219222575107,1
resource,1993-01-25,2000-11-24,2.0648358847297117,agency,12,294,design,-9400,11.881768251607184,1997-11-25,46.784640855165094,0
generation,1995-02-03,2001-05-25,41.619696673036145,tourism,-8,-63,show,30880,49.58589388605433,1997-03-28,21.87828725639845,0
solar,2009-10-19,2003-08-03,25.607987907224572,adventure,3,429,show,-30412,12.365797735952432,2014-07-26,29.26395733335414,0
efficiency,1984-03-20,1986-03-23,44.78939870193987,explore,-6,98,industry,35446,40.696847354522305,1984-01-23,4.926368053831629,0
solar,1983-10-05,1985-10-04,41.52603417795231,tourist,0,-58,design,-36118,25.633188589711292,1992-08-13,49.933995717466196,1
production,1981-11-23,1982-06-20,43.59635384464245,vacation,5,272,collection,-48814,5.7518022452119695,1999-02-12,21.26877707945864,0
solar,2001-08-20,1994-01-07,29.336237154671217,journey,-3,416,week,-33519,16.31797909715796,2007-05-15,33.444851333677995,0
grid,1987-09-03,2023-07-04,40.99898199959469,journey,16,-58,trend,33634,1.0681468565851653,1994-09-02,42.2133708819887,1
fuel,1999-10-25,1995-06-23,40.535481176309744,trip,25,48,collection,37576,45.81012853801144,1985-12-07,40.69453713523418,1
production,2004-01-20,1984-11-16,13.512627714488417,destination,7,132,fashion,-31616,19.649451260179294,2009-06-05,68.23300390558862,1
consumption,1998-06-11,2013-11-01,28.795244993954785,ticket,16,436,brand,17053,27.14328224195375,1987-08-06,64.61136237680468,1
energy,2011-10-01,2020-06-26,4.835155660391653,accommodation,3,479,industry,48798,38.18257198798911,1986-03-24,6.564939060695251,0
fuel,1992-04-03,2001-03-16,49.069102212214034,travel,6,269,fashion,18045,22.19253821549097,1992-06-09,52.25625665962593,1
generation,2002-09-11,1998-03-02,9.93777993481447,travel,7,477,collection,-30082,18.785402851801397,1980-11-18,67.28975818853995,1
industry,1987-07-04,1980-11-16,19.806137686048224,accommodation,-4,-41,week,-42596,25.230364397843232,2006-11-24,2.1588256699469053,0
renewable,2017-04-12,2011-09-16,12.915772415700893,travel,6,453,designer,-7590,28.457290476024326,2016-06-08,59.59549180835905,1
nuclear,1989-09-22,2017-06-03,33.750814492448264,experience,26,259,clothing,48955,22.625066695678136,2017-07-07,44.46294204030828,1
generation,1986-08-09,1994-10-06,28.134986939353745,accommodation,0,-23,couture,-21659,13.954542651325765,2010-05-08,65.20974562437654,1
resource,2010-03-15,1982-08-07,14.171627359350762,explore,-5,472,model,-14001,15.879258473300014,2009-06-18,15.939966166752349,0
wind,1982-07-17,2004-09-11,27.225118594474786,guide,5,39,industry,-8318,1.8352451771534382,2015-05-27,41.47377627054326,1
efficiency,2018-01-09,1991-04-10,44.15055911633687,travel,8,194,clothing,14838,16.767195439027518,1999-11-01,55.89534293115032,1
energy,2007-08-10,1987-01-18,24.775081928502388,tourist,-1,355,runway,-29463,42.74596140067753,2009-08-24,38.90443785656538,0
